KEM_ALG,Handshake_ID,Bytes_Total
P-384,1,3963
P-384,2,3963
P-384,3,3963
P-384,4,3963
P-384,5,3963
P-384,6,3963
P-384,7,3963
P-384,8,3963
P-384,9,3963
P-384,10,3963
P-384,11,3963
P-384,12,3963
P-384,13,3963
P-384,14,3963
P-384,15,3963
P-384,16,3963
P-384,17,3963
P-384,18,3963
P-384,19,3963
P-384,20,6664
P-384,21,6664
P-384,22,7926
P-384,23,3963
P-384,24,3963
P-384,25,3963
P-384,26,3963
P-384,27,3963
P-384,28,3963
P-384,29,3963
P-384,30,3963
P-384,31,3963
P-384,32,3963
P-384,33,3963
P-384,34,3963
P-384,35,3963
P-384,36,3963
P-384,37,10627
P-384,38,3963
P-384,39,7749
P-384,40,3963
P-384,41,6664
P-384,42,3963
P-384,43,7749
P-384,44,3963
P-384,45,3963
P-384,46,3963
P-384,47,12066
P-384,48,6664
P-384,49,7926
P-384,50,13151
P-384,51,3963
P-384,52,3963
P-384,53,7926
P-384,54,3963
P-384,55,6664
P-384,56,5225
P-384,57,3963
P-384,58,5225
P-384,59,3963
P-384,60,3963
P-384,61,5225
P-384,62,3963
P-384,63,3963
P-384,64,3963
P-384,65,5225
P-384,66,3963
P-384,67,3963
P-384,68,3963
P-384,69,3963
P-384,70,3963
P-384,71,3963
P-384,72,3963
P-384,73,6664
P-384,74,5225
P-384,75,3963
P-384,76,3963
P-384,77,5225
P-384,78,3963
P-384,79,5225
P-384,80,9188
P-384,81,3963
P-384,82,6487
P-384,83,5225
P-384,84,3963
P-384,85,5225
P-384,86,3963
P-384,87,3963
P-384,88,5225
P-384,89,3963
P-384,90,3963
P-384,91,3963
P-384,92,6664
P-384,93,3963
P-384,94,3963
P-384,95,3963
P-384,96,5225
P-384,97,3963
P-384,98,5225
P-384,99,3963
P-384,100,6664
P-384,101,3963
P-384,102,3963
P-384,103,3963
P-384,104,3963
P-384,105,3963
P-384,106,3963
P-384,107,5225
P-384,108,6664
P-384,109,3963
P-384,110,10273
P-384,111,6664
P-384,112,3963
P-384,113,5225
P-384,114,3963
P-384,115,3963
P-384,116,3963
P-384,117,3963
P-384,118,3963
P-384,119,3963
P-384,120,6664
P-384,121,5225
P-384,122,6664
P-384,123,3963
P-384,124,6487
P-384,125,3963
P-384,126,3963
P-384,127,6664
P-384,128,6487
P-384,129,7926
P-384,130,3963
P-384,131,3963
P-384,132,3963
P-384,133,3963
P-384,134,3963
P-384,135,3963
P-384,136,3963
P-384,137,7749
P-384,138,6664
P-384,139,3963
P-384,140,6664
P-384,141,3963
P-384,142,3963
P-384,143,3963
P-384,144,10627
P-384,145,10450
P-384,146,3963
P-384,147,11535
P-384,148,3963
P-384,149,3963
P-384,150,3963
P-384,151,3963
P-384,152,3963
P-384,153,3963
P-384,154,3963
P-384,155,7926
P-384,156,3963
P-384,157,3963
P-384,158,6664
P-384,159,6487
P-384,160,7926
P-384,161,3963
P-384,162,3963
P-384,163,3963
P-384,164,3963
P-384,165,3963
P-384,166,7926
P-384,167,9188
P-384,168,3963
P-384,169,3963
P-384,170,5225
P-384,171,3963
P-384,172,3963
P-384,173,6664
P-384,174,6664
P-384,175,3963
P-384,176,5225
P-384,177,3963
P-384,178,3963
P-384,179,5225
P-384,180,5225
P-384,181,3963
P-384,182,3963
P-384,183,9365
P-384,184,3963
P-384,185,6664
P-384,186,3963
P-384,187,3963
P-384,188,3963
P-384,189,3963
P-384,190,3963
P-384,191,3963
P-384,192,3963
P-384,193,3963
P-384,194,3963
P-384,195,5225
P-384,196,6664
P-384,197,3963
P-384,198,6664
P-384,199,3963
P-384,200,3963
P-384,201,3963
P-384,202,6664
P-384,203,3963
P-384,204,6487
P-384,205,3963
P-384,206,6664
P-384,207,3963
P-384,208,3963
P-384,209,6664
P-384,210,5225
P-384,211,3963
P-384,212,3963
P-384,213,3963
P-384,214,3963
P-384,215,3963
P-384,216,10450
P-384,217,3963
P-384,218,3963
P-384,219,3963
P-384,220,3963
P-384,221,3963
P-384,222,9365
P-384,223,6664
P-384,224,3963
P-384,225,9365
P-384,226,3963
P-384,227,6664
P-384,228,3963
P-384,229,3963
P-384,230,3963
P-384,231,3963
P-384,232,3963
P-384,233,3963
P-384,234,3963
P-384,235,3963
P-384,236,3963
P-384,237,3963
P-384,238,3963
P-384,239,3963
P-384,240,3963
P-384,241,3963
P-384,242,3963
P-384,243,3963
P-384,244,6664
P-384,245,6664
P-384,246,7926
P-384,247,3963
P-384,248,3963
